first_name,last_name,team,dob,age,GK,RB,LB,CD,RWB,LWB,SW,DM,RM,LM,AM,RW,LW,FR,FOR,SS
Lee,Bracey,Bury,1968-09-11,27,62,36,36,31,36,36,41,45,43,43,44,42,42,44,35,37
Olisa,Morah,Bury,1972-09-30,23,45,49,49,48,57,57,56,53,57,57,59,63,63,66,70,68
Shaun,Reid,Bury,1965-10-13,30,35,59,59,59,50,50,54,57,53,53,52,47,47,46,43,44
William,Paskin,Bury,1962-02-01,34,39,43,43,40,51,51,51,49,52,52,53,57,57,60,61,60
Phil,Stant,Bury,1962-10-13,33,45,47,47,44,55,55,56,53,55,55,56,62,62,67,66,64
Ronald,Jepson,Bury,1963-05-12,33,41,39,39,38,49,49,49,46,49,49,51,56,56,59,62,60
Adrian,Randall,Bury,1968-11-10,27,35,53,53,52,47,47,50,54,52,52,52,47,47,45,45,46
Nicholas,Daws,Bury,1970-03-15,26,35,56,56,55,48,48,53,56,51,51,50,46,46,46,44,45
Ryan,Cross,Bury,1972-10-11,23,40,59,59,60,48,48,51,51,46,46,44,41,41,42,42,41
Chris,Lucketti,Bury,1971-09-28,24,43,65,65,64,54,54,60,63,57,57,56,51,51,51,49,50
Ian,Hughes,Bury,1964-08-02,31,34,55,55,54,45,45,50,53,48,48,47,42,42,43,40,41
Paul,Buckle,Cambridge,1970-12-16,25,41,48,48,45,54,54,56,57,58,58,60,62,62,61,60,60
Jody,Craddock,Cambridge,1975-07-25,21,34,51,51,52,42,42,46,46,41,41,39,37,37,39,38,37
Lee,Palmer,Cambridge,1970-09-19,25,33,54,54,55,52,52,53,50,48,48,46,47,47,48,39,40
Matthew,Joseph,Cambridge,1972-09-30,23,35,54,54,54,48,48,52,51,47,47,45,44,44,44,38,38
Scott,Barrett,Cambridge,1963-04-02,33,60,38,38,35,35,35,40,44,42,42,43,39,39,40,34,36
Paul,Wanless,Cambridge,1973-12-14,22,34,56,56,56,46,46,51,54,48,48,47,42,42,42,42,42
Micah,Hyde,Cambridge,1974-11-10,21,40,62,62,61,54,54,59,61,58,58,58,52,52,51,56,55
Michael,Kyd,Cambridge,1977-05-21,19,33,53,53,52,43,43,49,53,47,47,47,41,41,42,44,43
Robert,Turner,Cambridge,1966-09-18,29,35,35,35,35,42,42,42,39,43,43,44,47,47,49,54,52
Paul,Raynor,Cambridge,1966-04-29,30,38,41,41,39,48,48,49,46,47,47,49,53,53,56,58,56
Colin,Vowden,Cambridge,1971-09-13,24,32,50,50,51,40,40,43,41,36,36,34,31,31,33,33,31
David,Preece,Cambridge,1976-08-26,19,55,35,35,31,36,36,40,44,44,44,45,43,43,43,35,37
Darren,Hay,Cambridge,1969-12-12,26,41,44,44,42,54,54,53,49,53,53,54,60,60,62,61,60
Lee,Middleton,Cambridge,1970-09-10,25,42,58,58,58,55,55,58,57,54,54,54,54,54,56,56,55
Ian,Ashbee,Cambridge,1976-09-06,19,45,62,62,62,48,48,54,52,45,45,43,40,40,43,43,41
Jamie,Barnwell,Cambridge,1975-12-26,20,40,44,44,42,51,51,51,48,49,49,51,55,55,57,58,57
Marc,Joseph,Cambridge,1976-11-10,19,32,55,55,56,40,40,46,46,38,38,36,31,31,32,30,29
David,Thompson,Cambridge,1968-11-20,27,36,56,56,58,46,46,50,48,42,42,41,39,39,42,42,40
Gary,Pick,Cambridge,1971-07-09,25,38,55,55,54,49,49,53,55,51,51,50,47,47,47,45,46
Jon,Rattle,Cambridge,1976-07-22,20,38,57,57,57,54,54,56,52,48,48,46,48,48,49,40,40
Alex,Dyer,Cambridge,1965-11-14,30,37,58,58,58,53,53,54,49,46,46,44,46,46,48,41,40
Tony,Richards,Cambridge,1973-09-17,22,36,39,39,37,47,47,48,44,46,46,47,52,52,56,56,54
Lee,Baddeley,Cardiff,1974-07-12,22,37,58,58,59,45,45,50,50,43,43,41,36,36,39,40,38
Stephen,White,Cardiff,1959-01-02,37,35,61,61,61,50,50,56,60,54,54,54,47,47,47,47,47
Jason,Fowler,Cardiff,1974-08-20,21,37,47,47,44,52,52,54,56,57,57,58,58,58,58,57,58
Anthony,Elliott,Cardiff,1969-11-30,26,62,34,34,29,31,31,37,42,39,39,40,36,36,36,30,32
Carl,Dale,Cardiff,1966-04-24,30,38,43,43,41,50,50,51,48,49,49,50,54,54,57,59,56
Kevin,Lloyd,Cardiff,1970-09-26,25,38,52,52,51,51,51,53,49,46,46,46,49,49,50,43,43
Ian,Rodgerson,Cardiff,1966-04-09,30,37,56,56,55,48,48,53,58,53,53,53,46,46,46,44,45
Nathan,Wigg,Cardiff,1974-09-27,21,40,49,49,46,55,55,57,59,60,60,61,62,62,61,57,59
Jason,Perry,Cardiff,1970-04-02,26,35,54,54,55,43,43,47,47,41,41,39,36,36,39,38,37
Anthony,Philliskirk,Cardiff,1965-02-10,31,39,41,41,39,49,49,50,45,48,48,49,55,55,58,59,57
Jeff,Eckhardt,Cardiff,1965-10-07,30,40,58,58,59,46,46,52,50,44,44,43,40,40,43,44,42
Russell,Osman,Cardiff,1959-02-14,37,38,61,61,63,47,47,52,52,45,45,44,40,40,41,43,41
Stephen,Williams,Cardiff,1974-10-16,21,58,34,34,29,34,34,38,41,41,41,42,41,41,41,32,35
Gary,Worthington,Cardiff,1966-11-10,29,40,41,41,39,47,47,48,44,46,46,47,51,51,56,59,56
Lee,Jarman,Cardiff,1977-12-16,18,44,63,63,64,55,55,58,56,52,52,51,50,50,53,54,52
Jimmy,Gardener,Cardiff,1967-09-27,28,38,55,55,55,43,43,48,47,41,41,39,37,37,40,37,36
Terry,Evans,Cardiff,1976-01-08,20,33,58,58,60,46,46,50,47,41,41,39,36,36,38,39,36
Gareth,Stoker,Cardiff,1973-02-22,23,37,57,57,56,49,49,53,57,53,53,53,47,47,47,47,47
Scott,Partridge,Cardiff,1974-10-13,21,45,45,45,43,53,53,53,48,51,51,52,58,58,62,66,63
Michael,Bennett,Cardiff,1969-07-27,27,37,57,57,57,55,55,57,54,51,51,49,50,50,52,42,42
Paul,Millar,Cardiff,1966-11-16,29,37,58,58,58,49,49,55,58,53,53,53,47,47,47,47,47
Scott,Young,Cardiff,1976-01-14,20,33,58,58,59,44,44,49,48,41,41,39,35,35,36,34,32
Kevin,Noteman,Chester,1969-10-15,26,33,60,60,60,51,51,56,60,55,55,55,48,48,47,47,48
Ross,Davidson,Chester,1973-11-13,22,37,57,57,58,53,53,54,52,48,48,47,47,47,47,40,39
Cyrille,Regis,Chester,1958-02-09,38,44,45,45,42,52,52,54,51,52,52,54,58,58,61,63,61
Stuart,Rimmer,Chester,1964-10-12,31,40,40,40,37,50,50,50,46,49,49,51,57,57,60,62,60
Neil,Fisher,Chester,1970-11-07,25,36,56,56,56,47,47,53,57,51,51,51,45,45,45,45,45
Gary,Shelton,Chester,1958-03-21,38,31,51,51,51,45,45,50,54,51,51,51,46,46,45,43,44
Jason,Burnham,Chester,1973-05-08,23,38,58,58,57,53,53,56,52,48,48,46,47,47,49,40,39
Peter,Jackson,Chester,1961-04-06,35,36,55,55,56,43,43,48,46,40,40,38,36,36,39,37,35
Iain,Jenkins,Chester,1972-11-24,23,35,56,56,58,43,43,47,48,42,42,40,35,35,36,37,36
Ronnie,Sinclair,Chester,1964-11-19,31,64,33,33,28,33,33,39,46,45,45,47,42,42,41,34,37
David,Flitcroft,Chester,1974-01-14,22,34,43,43,41,48,48,49,51,53,53,55,55,55,55,55,56
John,Bagnall,Chester,1973-11-23,22,60,32,32,30,31,31,35,40,39,39,40,37,37,37,32,34
John,Murphy,Chester,1976-10-18,19,44,46,46,44,54,54,56,53,53,53,54,59,59,61,59,58
Roger,Preece,Chester,1969-06-09,27,36,55,55,55,46,46,51,55,50,50,49,44,44,43,40,42
Andrew,Milner,Chester,1967-02-10,29,35,43,43,41,50,50,51,47,49,49,50,54,54,57,58,56
Chris,Priest,Chester,1973-10-18,22,36,44,44,41,47,47,50,54,54,54,55,54,54,53,51,53
Nick,Richardson,Chester,1967-04-11,29,34,56,56,55,49,49,53,57,53,53,52,47,47,46,42,44
Julian,Alsford,Chester,1972-12-24,23,34,54,54,54,49,49,51,49,46,46,44,44,44,44,36,37
Anthony,English,Colchester,1966-10-19,29,35,56,56,58,43,43,47,46,40,40,38,34,34,37,37,36
Christopher,Fry,Colchester,1969-10-23,26,32,42,42,38,48,48,50,52,53,53,55,55,55,54,52,53
Anthony,Lock,Colchester,1976-09-03,19,38,44,44,43,50,50,52,47,48,48,49,53,53,57,57,55
Paul,Abrahams,Colchester,1973-10-31,22,39,43,43,41,50,50,52,50,50,50,52,55,55,58,58,57
Paul,Gibbs,Colchester,1972-10-26,23,40,58,58,57,49,49,55,59,54,54,54,48,48,47,45,45
Adam,Locke,Colchester,1970-08-20,25,38,49,49,47,54,54,55,57,58,58,59,60,60,59,55,56
Peter,Cawley,Colchester,1965-09-15,30,37,57,57,56,53,53,55,54,51,51,49,49,49,48,40,41
David,Gregory,Colchester,1970-01-23,26,38,41,41,38,50,50,49,48,53,53,54,56,56,56,51,52
Carl,Emberson,Colchester,1973-07-13,23,63,36,36,33,38,38,42,48,49,49,50,46,46,44,34,39
Simon,Betts,Colchester,1973-03-03,23,43,59,59,59,57,57,58,55,52,52,50,52,52,53,44,44
David,Greene,Colchester,1973-10-26,22,42,58,58,59,49,49,54,54,48,48,47,44,44,44,46,43
Danny,Wallace,Colchester,1964-01-21,32,39,45,45,43,51,51,50,49,51,51,53,56,56,55,59,57
Joe,Dunne,Colchester,1973-05-25,23,35,55,55,56,51,51,52,51,47,47,45,46,46,45,37,37
Kenny,Pearson,Colchester,1977-11-23,18,62,36,36,33,35,35,38,44,43,43,44,41,41,38,31,33
Steve,Mardenborough,Colchester,1964-09-11,31,37,44,44,42,50,50,51,53,55,55,56,57,57,57,55,56
Stephen,Whitton,Colchester,1960-12-04,35,39,41,41,41,50,50,48,43,47,47,48,54,54,56,58,56
Michael,Cheetham,Colchester,1967-06-30,29,33,45,45,44,53,53,52,55,59,59,60,60,60,58,55,58
Tony,Adcock,Colchester,1963-02-27,33,40,38,38,37,48,48,47,44,49,49,51,57,57,59,61,59
David,Barnes,Colchester,1961-11-16,34,36,56,56,56,51,51,53,51,46,46,44,44,44,44,38,37
Anthony,McCarthy,Colchester,1969-11-09,26,33,51,51,53,43,43,47,46,41,41,40,38,38,39,38,37
Andrew,Partner,Colchester,1974-10-21,21,39,56,56,57,45,45,50,48,42,42,40,38,38,40,38,37
Mark,Sale,Colchester,1972-02-27,24,39,44,44,42,53,53,52,48,52,52,53,59,59,61,61,60
Gus,Caeser,Colchester,1966-03-05,30,34,53,53,55,42,42,45,44,38,38,36,34,34,35,33,32
Phil,Brumwell,Darlington,1975-08-08,20,35,56,56,57,49,49,53,57,54,54,54,49,49,46,44,45
Tony,Carrs,Darlington,1976-03-31,20,33,54,54,55,46,46,48,51,49,49,48,43,43,41,44,44
Matt,Carmichael,Darlington,1964-05-13,32,44,44,44,42,52,52,51,49,53,53,54,58,58,59,60,59
Richard,Hope,Darlington,1978-06-22,18,39,60,60,60,47,47,52,50,43,43,41,38,38,40,42,38
Nicky,Scaife,Darlington,1975-05-14,21,36,46,46,44,53,53,55,56,58,58,59,61,61,59,57,57
Gary,Banister,Darlington,1960-07-22,36,41,41,41,41,50,50,50,47,50,50,52,57,57,58,60,58
Simon,Shaw,Darlington,1973-09-21,22,38,57,57,56,56,56,57,54,52,52,51,52,52,52,41,42
Andrew,Crosby,Darlington,1973-03-03,23,39,58,58,61,47,47,49,48,44,44,42,39,39,40,41,39
Paul,Newell,Darlington,1969-02-23,27,60,40,40,36,39,39,44,48,47,47,47,44,44,44,35,38
David,Faulkner,Darlington,1975-10-08,20,35,59,59,60,45,45,49,51,45,45,43,37,37,37,37,36
Ian,Banks,Darlington,1964-01-09,32,34,56,56,57,48,48,52,57,53,53,53,47,47,45,43,44
Lee,Innes,Darlington,1976-02-28,20,44,42,42,42,51,51,49,46,51,51,52,57,57,59,59,58
Darren,Roberts,Darlington,1969-10-12,26,42,44,44,42,50,50,51,50,51,51,52,55,55,57,60,58
Ryan,Scott,Darlington,1976-03-20,20,63,36,36,32,37,37,40,45,44,44,45,43,43,42,33,36
Robbie,Painter,Darlington,1971-01-26,25,39,55,55,57,45,45,48,46,41,41,39,37,37,39,39,37
Gary,Chapman,Darlington,1964-05-01,32,42,42,42,39,53,53,53,54,56,56,59,62,62,61,58,58
Carl,Shutt,Darlington,1961-10-10,34,44,48,48,46,58,58,57,55,59,59,61,65,65,67,69,68
Paul,Olsson,Darlington,1965-12-24,30,38,45,45,43,52,52,51,53,56,56,57,58,58,57,57,58
Gavin,Leach,Doncaster,1977-08-09,18,40,38,38,36,46,46,45,43,45,45,47,52,52,55,56,55
Michael,Smith,Doncaster,1973-09-28,22,39,43,43,40,53,53,52,51,55,55,56,59,59,59,52,53
Paul,Robertson,Doncaster,1972-02-05,24,30,50,50,51,43,43,45,49,46,46,46,41,41,39,40,40
Gary,O'Connor,Doncaster,1977-02-08,19,31,51,51,51,45,45,48,52,49,49,49,44,44,42,40,41
Ian,Gore,Doncaster,1968-01-10,28,37,56,56,57,45,45,49,49,44,44,42,38,38,39,38,37
Colin,Cramb,Doncaster,1974-06-23,22,41,42,42,40,54,54,51,48,54,54,55,60,60,61,58,58
James,Murphy,Doncaster,1973-02-25,23,30,54,54,57,42,42,46,45,40,40,38,34,34,35,37,35
John,Schofield,Doncaster,1965-05-16,31,45,44,44,41,55,55,54,50,54,54,56,61,61,62,56,56
Ian,Meaham,Doncaster,1964-12-14,31,37,59,59,59,53,53,57,54,50,50,49,48,48,49,43,42
Darren,Moore,Doncaster,1974-04-22,22,34,57,57,58,43,43,48,49,42,42,40,35,35,37,35,35
Dean,Williams,Doncaster,1972-01-05,24,58,33,33,29,33,33,37,42,41,41,42,39,39,38,31,34
Scott,Colcombe,Doncaster,1971-12-15,24,33,50,50,50,41,41,46,50,44,44,44,38,38,39,37,38
Lee,Warren,Doncaster,1969-02-28,27,39,40,40,37,50,50,49,49,54,54,56,58,58,57,51,53
Paul,Marquis,Doncaster,1972-08-29,23,41,59,59,60,47,47,52,53,47,47,46,42,42,44,43,42
Ian,Clark,Doncaster,1974-10-23,21,38,59,59,59,51,51,57,61,56,56,56,49,49,48,46,47
David,Byng,Doncaster,1977-07-09,19,42,47,47,45,53,53,55,53,53,53,55,58,58,60,60,59
Hakan,Hayrettin,Doncaster,1970-02-04,26,37,63,63,63,53,53,58,60,55,55,54,49,49,49,46,47
Simon,Ireland,Doncaster,1971-11-23,24,44,48,48,46,55,55,55,53,54,54,56,60,60,61,60,59
Ryan,Kirkby,Doncaster,1974-09-06,21,37,59,59,59,53,53,55,53,50,50,48,48,48,47,41,41
Stuart,Doling,Doncaster,1972-10-28,23,38,56,56,56,46,46,53,56,49,49,49,43,43,45,43,43
Mark,Chamberlain,Exeter,1961-11-19,34,40,46,46,44,54,54,54,48,50,50,51,58,58,62,61,59
Jamie,Morgan,Exeter,1975-10-01,20,35,58,58,57,45,45,52,55,49,49,48,42,42,42,39,40
Richard,Pears,Exeter,1976-07-16,20,37,42,42,41,48,48,48,44,46,46,47,52,52,54,58,55
Jonathan,Richardson,Exeter,1975-08-29,20,37,54,54,55,43,43,47,46,41,41,40,37,37,38,38,36
Lloyd,Richardson,Exeter,1977-10-07,18,35,44,44,40,49,49,52,54,55,55,57,56,56,56,54,55
Colin,Anderson,Exeter,1962-04-26,34,31,54,54,55,46,46,50,53,49,49,48,44,44,43,42,43
Noel,Blake,Exeter,1962-01-12,34,36,59,59,60,48,48,53,54,47,47,45,42,42,44,42,41
Peter,Fox,Exeter,1957-07-05,39,62,36,36,32,37,37,42,45,44,44,45,43,43,43,35,37
Gary,Rice,Exeter,1975-09-29,20,38,59,59,59,54,54,56,52,48,48,47,47,47,48,43,42
Danny,Bailey,Exeter,1964-05-21,32,31,46,46,45,39,39,43,45,41,41,40,38,38,37,36,37
Matty,Hare,Exeter,1976-12-26,19,33,53,53,54,42,42,47,46,41,41,40,36,36,38,39,37
Ashley,Bayes,Exeter,1972-04-19,24,58,35,35,30,34,34,39,46,44,44,45,41,41,40,33,36
Mark,Gavin,Exeter,1963-12-10,32,37,40,40,38,50,50,50,44,46,46,48,55,55,59,61,58
Tim,Steele,Exeter,1967-12-01,28,40,40,40,38,50,50,50,46,49,49,51,57,57,60,60,58
Barry,McConnell,Exeter,1977-01-01,19,33,32,32,29,39,39,40,38,40,40,42,46,46,48,53,50
Darren,Rowbotham,Exeter,1966-10-22,29,35,54,54,54,47,47,52,52,48,48,48,45,45,47,47,46
Steve,Flack,Exeter,1971-05-29,25,38,41,41,40,48,48,46,42,46,46,46,52,52,54,51,51
Paul,Birch,Exeter,1962-11-20,33,36,55,55,55,47,47,51,55,50,50,49,45,45,44,41,42
Matt,Lawrence,Fulham,1974-06-19,22,41,64,64,63,57,57,60,56,52,52,50,50,50,53,46,46
Simon,Morgan,Fulham,1968-09-05,27,42,57,57,60,48,48,52,50,45,45,44,42,42,43,41,39
Martin,Thomas,Fulham,1973-09-12,22,41,56,56,56,51,51,53,51,50,50,49,48,48,49,51,50
Michael,Adams,Fulham,1961-11-08,34,42,61,61,60,55,55,58,57,52,52,51,50,50,51,44,44
Roberto,Herrera,Fulham,1970-06-12,26,40,58,58,57,51,51,57,61,57,57,57,51,51,49,45,46
Alan,Cork,Fulham,1959-03-04,37,46,43,43,41,52,52,50,46,50,50,51,58,58,60,58,58
Mark,Blake,Fulham,1967-12-19,28,40,62,62,64,49,49,54,55,49,49,48,43,43,44,45,44
Michael,Conroy,Fulham,1965-12-31,30,46,48,48,46,54,54,54,49,51,51,52,58,58,62,63,60
Robert,Scott,Fulham,1973-08-15,22,44,62,62,62,59,59,61,60,57,57,56,56,56,55,50,51
Glen,Cockerill,Fulham,1955-08-25,40,43,63,63,62,56,56,60,61,57,57,56,52,52,52,49,49
Tony,Lange,Fulham,1964-12-10,31,69,40,40,36,39,39,44,48,48,48,49,45,45,45,40,42
Lea,Barkus,Fulham,1974-12-07,21,46,47,47,46,52,52,53,54,55,55,57,58,58,60,63,63
Darren,Freeman,Fulham,1973-08-22,22,46,53,53,50,56,56,59,57,57,57,57,60,60,63,64,62
Rodney,McAree,Fulham,1974-08-19,21,45,58,58,59,58,58,59,58,56,56,56,56,56,56,51,51
Simon,Stewart,Fulham,1973-11-01,22,41,57,57,58,54,54,56,50,46,46,44,47,47,51,46,43
Kevin,Moore,Fulham,1958-04-29,38,42,60,60,62,51,51,55,56,51,51,49,45,45,45,45,43
John,Marshall,Fulham,1964-08-18,31,36,57,57,57,54,54,57,58,54,54,53,52,52,52,45,46
Terry,Angus,Fulham,1966-01-14,30,39,57,57,57,52,52,54,48,46,46,44,45,45,47,43,41
Richard,Carpenter,Fulham,1972-09-30,23,42,57,57,58,53,53,53,51,50,50,49,49,49,49,49,48
Nicholas,Cusack,Fulham,1965-12-24,30,41,49,49,49,48,48,51,50,49,49,50,50,50,54,59,57
Rory,Hamell,Fulham,1976-05-14,20,42,48,48,47,54,54,54,53,53,53,54,58,58,60,58,58
Paul,Watson,Fulham,1975-01-04,21,44,60,60,60,55,55,57,54,51,51,50,50,50,50,46,45
Michael,Myson,Fulham,1975-11-08,20,43,51,51,49,55,55,56,56,57,57,58,60,60,62,62,62
Billy,Manuel,Gillingham,1969-06-28,27,43,44,44,40,52,52,55,59,60,60,63,63,63,61,55,57
Neil,Smith,Gillingham,1971-09-30,24,39,60,60,60,51,51,57,58,52,52,51,47,47,48,45,45
Mark,O'Connor,Gillingham,1963-03-10,33,38,60,60,60,53,53,56,52,48,48,47,46,46,47,43,41
Leo,Fortune-West,Gillingham,1971-04-09,25,45,52,52,50,57,57,59,57,59,59,60,63,63,66,69,67
Ifem,Onuora,Gillingham,1973-11-17,22,37,45,45,42,50,50,52,55,57,57,59,58,58,57,58,59
Simon,Ratcliffe,Gillingham,1967-02-08,29,36,58,58,57,50,50,56,59,54,54,54,49,49,49,49,49
Andrew,Hessenthaler,Gillingham,1965-08-17,30,43,66,66,67,59,59,61,58,54,54,52,53,53,54,56,53
Richard,Green,Gillingham,1967-11-22,28,36,63,63,65,48,48,53,53,45,45,43,38,38,40,38,37
Matthew,Bryant,Gillingham,1970-09-21,25,36,59,59,58,50,50,56,61,55,55,54,49,49,49,46,47
James,Stannard,Gillingham,1962-10-06,33,66,39,39,35,41,41,46,50,49,49,50,47,47,47,36,39
Ian,Chapman,Gillingham,1970-05-31,26,37,60,60,59,56,56,59,57,53,53,52,51,51,52,45,44
Gary,Micklewhite,Gillingham,1961-03-21,35,44,53,53,49,59,59,61,66,67,67,69,68,68,67,64,66
Alan,Nicholls,Gillingham,1973-08-28,22,62,37,37,33,35,35,40,46,45,45,46,41,41,40,33,36
Stephen,Butler,Gillingham,1972-01-27,24,41,45,45,43,53,53,53,49,52,52,53,58,58,62,64,62
Andy,Kennedy,Gillingham,1964-10-08,31,42,45,45,43,52,52,53,50,51,51,52,57,57,62,60,59
Scott,Lindsey,Gillingham,1972-05-04,24,40,59,59,59,58,58,59,58,55,55,54,54,54,53,42,44
Jonathan,Gould,Gillingham,1968-07-18,28,71,37,37,32,40,40,44,48,48,48,50,47,47,47,42,44
Lenny,Piper,Gillingham,1977-08-08,18,39,42,42,40,47,47,48,45,48,48,50,53,53,56,62,60
Neil,Smillie,Gillingham,1958-07-19,38,45,47,47,42,56,56,59,64,67,67,69,69,69,66,59,63
Kevin,Rattray,Gillingham,1968-10-06,27,40,59,59,58,50,50,55,58,54,54,53,48,48,48,48,49
David,Puttnam,Gillingham,1967-02-03,29,35,62,62,61,53,53,59,64,58,58,58,52,52,51,48,49
Adrian,Pennock,Gillingham,1971-03-27,25,42,64,64,65,50,50,56,59,51,51,49,43,43,43,40,40
Dennis,Bailey,Gillingham,1965-11-13,30,44,47,47,45,55,55,56,51,53,53,54,60,60,63,64,61
Adeola,Akinbiyi,Gillingham,1974-10-10,21,40,42,42,42,51,51,50,41,45,45,46,55,55,61,65,60
Kevin,Hunt,Gillingham,1975-07-04,21,35,57,57,57,49,49,54,57,50,50,50,45,45,45,42,43
Mark,Harris,Gillingham,1963-07-15,33,36,61,61,63,45,45,51,50,42,42,40,35,35,38,37,35
Peter,Billing,Hartlepool,1964-10-24,31,35,55,55,56,42,42,46,47,41,41,39,35,35,36,34,33
Denny,Ingram,Hartlepool,1976-06-27,20,40,56,56,54,52,52,55,54,50,50,49,48,48,50,43,43
Ian,McGuckin,Hartlepool,1973-04-24,23,34,56,56,57,44,44,48,47,41,41,39,36,36,38,38,36
Shane,Reddish,Hartlepool,1971-05-05,25,38,56,56,56,56,56,57,55,54,54,53,54,54,53,45,45
Tony,Canham,Hartlepool,1960-06-08,36,34,42,42,38,49,49,51,51,53,53,55,57,57,56,51,52
Keith,Oliver,Hartlepool,1976-01-15,20,37,46,46,43,52,52,53,55,56,56,58,59,59,59,57,58
Damian,Henderson,Hartlepool,1973-05-12,23,36,44,44,43,51,51,51,48,50,50,51,56,56,56,56,54
Christopher,Lynch,Hartlepool,1974-11-18,21,37,46,46,43,53,53,55,56,57,57,58,58,58,58,54,55
Paul,Linyard,Hartlepool,1977-07-18,19,63,38,38,35,36,36,41,46,43,43,44,40,40,39,31,33
Joe,Allon,Hartlepool,1966-11-12,29,44,44,44,42,53,53,54,51,53,53,55,59,59,61,60,59
Mark,Cooper,Hartlepool,1968-12-18,27,33,54,54,54,45,45,50,54,48,48,47,42,42,41,40,41
Keith,Houchen,Hartlepool,1960-07-25,36,42,44,44,43,53,53,52,48,51,51,52,58,58,61,61,60
Brian,Horne,Hartlepool,1967-10-05,28,62,34,34,30,33,33,39,42,39,39,41,38,38,39,31,32
Michael,Tait,Hartlepool,1956-09-30,39,35,55,55,55,43,43,47,47,41,41,39,36,36,37,36,35
Desmond,Baker,Hartlepool,1977-08-25,18,42,43,43,40,50,50,50,45,48,48,49,55,55,60,62,59
Paul,Graham,Hartlepool,1970-01-01,26,62,40,40,36,37,37,43,49,46,46,47,42,42,42,35,37
Steve,Pears,Hartlepool,1962-01-22,34,70,39,39,34,41,41,45,49,49,49,50,48,48,48,39,42
Neil,Maughan,Hartlepool,1974-04-13,22,33,52,52,52,41,41,45,44,39,39,37,34,34,35,32,32
Steven,Jones,Hartlepool,1974-01-31,22,63,35,35,31,36,36,41,45,44,44,46,43,43,43,36,38
Stephen,Halliday,Hartlepool,1976-05-03,20,32,42,42,40,44,44,46,49,50,50,51,49,49,48,47,49
Chris,Beech,Hartlepool,1974-09-16,21,38,59,59,59,52,52,56,58,54,54,54,50,50,50,47,47
Glen,Davies,Hartlepool,1976-02-20,20,34,54,54,55,43,43,46,45,40,40,38,35,35,37,36,35
Darren,Evans,Hereford,1974-09-30,21,33,54,54,54,49,49,51,46,43,43,41,42,42,44,38,37
Nicholas,Cross,Hereford,1961-02-07,35,33,35,35,33,41,41,43,41,43,43,44,48,48,51,50,49
Paul,Haywood,Hereford,1975-10-04,20,39,56,56,56,44,44,50,51,45,45,43,39,39,41,40,39
Neil,Lyne,Hereford,1970-04-04,26,38,43,43,41,50,50,51,45,47,47,48,54,54,59,59,57
Philip,Preedy,Hereford,1975-11-20,20,37,55,55,53,46,46,52,55,49,49,48,44,44,44,40,41
Jamie,Pitman,Hereford,1976-01-06,20,35,60,60,60,49,49,55,58,52,52,51,45,45,47,45,45
Derek,Hall,Hereford,1965-01-05,31,33,60,60,59,49,49,55,59,53,53,52,47,47,46,44,45
Murray,Fishlock,Hereford,1967-06-27,29,36,54,54,55,51,51,52,48,46,46,44,45,45,46,40,40
Tony,Pounder,Hereford,1966-03-11,30,32,53,53,54,46,46,48,51,49,49,48,44,44,42,40,41
Robert,Warner,Hereford,1977-04-20,19,39,58,58,57,53,53,56,56,52,52,52,50,50,50,44,44
Christopher,McKenzie,Hereford,1972-05-14,24,58,33,33,29,33,33,36,37,36,36,37,37,37,37,31,32
Keith,Downing,Hereford,1965-07-23,31,37,58,58,58,49,49,54,57,51,51,51,46,46,46,44,44
Dean,Smith,Hereford,1971-03-19,25,34,55,55,56,43,43,48,48,41,41,40,35,35,36,36,35
Brian,Thomas,Hereford,1976-06-07,20,63,37,37,34,34,34,39,40,38,38,39,37,37,38,35,35
John,Williams,Hereford,1968-05-11,28,43,51,51,49,60,60,59,56,60,60,61,65,65,64,61,61
David,Norton,Hereford,1963-03-26,33,34,57,57,57,51,51,53,50,46,46,44,43,43,45,38,38
Nicholas,Law,Hereford,1961-09-08,34,37,55,55,56,43,43,48,48,42,42,40,36,36,38,38,36
Tony,Agana,Hereford,1963-10-02,32,40,44,44,43,47,47,50,46,47,47,48,51,51,55,61,57
John,Brough,Hereford,1973-01-08,23,36,52,52,53,47,47,48,49,48,48,48,45,45,44,43,44
Chris,Hargreaves,Hereford,1972-05-12,24,41,46,46,44,53,53,53,51,52,52,53,58,58,57,57,55
Andy,Arnott,Orient,1973-10-18,22,37,62,62,65,46,46,50,50,43,43,40,35,35,36,37,35
Peter,Shilton,Orient,1949-09-18,46,69,41,41,36,36,36,43,53,47,47,49,42,42,40,31,35
Alvin,Martin,Orient,1958-07-29,38,37,60,60,63,47,47,50,49,43,43,41,37,37,39,40,38
Danny,Chapman,Orient,1974-11-21,21,31,51,51,52,43,43,48,52,47,47,47,42,42,41,40,40
Joseph,Baker,Orient,1977-04-19,19,39,43,43,39,50,50,51,54,56,56,58,58,58,57,52,54
Glen,Wilkie,Orient,1977-01-22,19,34,54,54,54,48,48,50,47,44,44,42,42,42,42,36,36
Justin,Channing,Orient,1968-11-19,27,36,57,57,57,46,46,50,53,49,49,48,42,42,42,43,43
Mark,Warren,Orient,1974-11-12,21,35,58,58,58,52,52,55,51,46,46,44,45,45,47,41,40
